,id del cliente,páginas visitadas,duración de la sesión,número de visitas,fecha de nacimiento,ubicación,dispositivo,convertido
1513,1514,4,213.9081852960404,25,2002-11-18 12:27:39.148023,Ciudad B,ordenador,Sí
1514,1515,8,270.0922991630472,33,1983-11-23 12:27:39.148023,Ciudad A,ordenador,No
1515,1516,5,286.3291169480093,46,1996-11-19 12:27:39.148023,Ciudad A,móvil,No
1516,1517,5,297.97660966102177,14,1988-11-21 12:27:39.148023,Ciudad A,móvil,No
1517,1518,8,394.93544121753683,43,1961-11-28 12:27:39.148023,Ciudad A,móvil,No
1518,1519,1,282.1155643942706,4,2004-11-17 12:27:39.148023,Ciudad A,tablet,Sí
1519,1520,6,293.7842146313465,7,1998-11-19 12:27:39.148023,Ciudad B,móvil,No
1520,1521,5,337.8560310057382,10,1966-11-27 12:27:39.148023,Ciudad B,móvil,Sí
1521,1522,6,283.6089371029562,35,1981-11-23 12:27:39.148023,Ciudad A,ordenador,Sí
1522,1523,6,279.5220836182089,9,1961-11-28 12:27:39.148023,Ciudad A,móvil,No
1523,1524,2,309.9392028165457,1,2004-11-17 12:27:39.148023,Ciudad B,ordenador,Sí
1524,1525,5,342.422448235146,6,2004-11-17 12:27:39.148023,Ciudad A,móvil,No
1525,1526,4,332.49874577296526,13,1973-11-25 12:27:39.148023,Ciudad A,ordenador,No
1526,1527,8,289.527834884065,7,2003-11-18 12:27:39.148023,Ciudad B,tablet,No
1527,1528,8,265.2875311845455,45,1980-11-23 12:27:39.148023,Ciudad A,tablet,No
1528,1529,4,306.3017380031185,49,2002-11-18 12:27:39.148023,Ciudad A,móvil,No
1529,1530,6,260.22746790381024,26,1999-11-19 12:27:39.148023,Ciudad A,móvil,Sí
1530,1531,6,331.38596051694896,20,1979-11-24 12:27:39.148023,Ciudad B,móvil,Sí
1531,1532,3,320.30118472364757,3,1979-11-24 12:27:39.148023,Ciudad B,tablet,No
1532,1533,6,258.0220024453462,4,2004-11-17 12:27:39.148023,Ciudad B,móvil,Sí
1533,1534,3,240.72133828331033,38,2000-11-18 12:27:39.148023,Ciudad A,tablet,Sí
1534,1535,6,329.20240768980034,22,1992-11-20 12:27:39.148023,Ciudad A,ordenador,No
1535,1536,47,283.73343908969275,34,1967-11-27 12:27:39.148023,Ciudad B,móvil,Sí
1536,1537,1,330.497057118781,8,1957-11-29 12:27:39.148023,Ciudad B,ordenador,No
1537,1538,3,315.7386860587731,42,1975-11-25 12:27:39.148023,Ciudad B,móvil,Sí
1538,1539,3,216.18681858144336,3,1989-11-21 12:27:39.148023,Ciudad A,ordenador,Sí
1539,1540,3,259.59134483140144,0,1959-11-29 12:27:39.148023,Ciudad B,ordenador,Sí
1540,1541,2,323.75716374050285,22,2000-11-18 12:27:39.148023,Ciudad B,ordenador,No
1541,1542,2,220.11131696717578,1,1979-11-24 12:27:39.148023,Ciudad C,móvil,No
1542,1543,7,239.26778598135982,39,1974-11-25 12:27:39.148023,Ciudad C,tablet,No
1543,1544,4,325.45195069321943,19,1989-11-21 12:27:39.148023,Ciudad B,tablet,Sí
1544,1545,3,269.6382541941382,49,1973-11-25 12:27:39.148023,Ciudad B,móvil,No
1545,1546,3,228.92649179609504,5,1996-11-19 12:27:39.148023,Ciudad A,ordenador,Sí
1546,1547,6,383.09901981332575,42,2001-11-18 12:27:39.148023,Ciudad A,ordenador,No
1547,1548,5,248.94118928858043,0,1984-11-22 12:27:39.148023,Ciudad A,tablet,Sí
1548,1549,2,334.0115812522774,43,1985-11-22 12:27:39.148023,Ciudad B,tablet,No
1549,1550,3,296.63543548970614,42,1957-11-29 12:27:39.148023,Ciudad B,tablet,No
1550,1551,2,386.98047956334204,12,1995-11-20 12:27:39.148023,Ciudad A,tablet,No
1551,1552,10,397.7340128640676,22,1991-11-21 12:27:39.148023,Ciudad B,ordenador,No
1552,1553,11,287.47666200832026,42,1985-11-22 12:27:39.148023,Ciudad A,móvil,No
1553,1554,4,273.4356120289102,46,1966-11-27 12:27:39.148023,Ciudad B,ordenador,No
1554,1555,5,310.31031874710726,46,1981-11-23 12:27:39.148023,Ciudad B,ordenador,Sí
1555,1556,6,296.79604486280016,10,1992-11-20 12:27:39.148023,Ciudad A,móvil,Sí
1556,1557,2,392.66558625210433,37,1998-11-19 12:27:39.148023,Ciudad A,tablet,No
1557,1558,5,251.1505918083298,0,1984-11-22 12:27:39.148023,Ciudad B,móvil,No
1558,1559,1,288.964745407714,34,1983-11-23 12:27:39.148023,Ciudad A,ordenador,No
1559,1560,8,350.4535449004513,8,1989-11-21 12:27:39.148023,Ciudad A,móvil,No
1560,1561,5,298.64281375459575,16,1977-11-24 12:27:39.148023,Ciudad B,ordenador,No
1561,1562,2,182.37018938240274,14,1955-11-30 12:27:39.148023,Ciudad B,ordenador,No
1562,1563,5,341.48054632315507,22,1965-11-27 12:27:39.148023,Ciudad B,tablet,No
1563,1564,3,287.96757851218786,37,1974-11-25 12:27:39.148023,Ciudad C,ordenador,No
1564,1565,3,368.5650409136673,21,1959-11-29 12:27:39.148023,Ciudad A,móvil,No
1565,1566,4,259.48845523461085,42,1983-11-23 12:27:39.148023,Ciudad A,ordenador,No
1566,1567,6,186.99979151881115,6,1958-11-29 12:27:39.148023,Ciudad A,tablet,No
1567,1568,6,180.16960800144042,34,1972-11-25 12:27:39.148023,Ciudad B,móvil,Sí
1568,1569,10,382.05261276780004,7,1966-11-27 12:27:39.148023,Ciudad A,móvil,No
1569,1570,4,230.7829090456975,22,1997-11-19 12:27:39.148023,Ciudad A,ordenador,No
1570,1571,7,315.2919955813799,8,1969-11-26 12:27:39.148023,Ciudad A,móvil,Sí
1571,1572,5,297.3853209664041,9,1994-11-20 12:27:39.148023,Ciudad A,ordenador,Sí
1572,1573,2,288.42401966526677,7,1958-11-29 12:27:39.148023,Ciudad A,tablet,No
1573,1574,4,262.3517121093822,30,1981-11-23 12:27:39.148023,Ciudad B,móvil,Sí
1574,1575,12,349.0385055949537,40,1978-11-24 12:27:39.148023,Ciudad A,ordenador,No
1575,1576,6,300.2788332999405,18,1990-11-21 12:27:39.148023,Ciudad B,ordenador,Sí
1576,1577,4,320.89272746770115,12,1985-11-22 12:27:39.148023,Ciudad A,móvil,Sí
1577,1578,3,382.3192657611196,40,1967-11-27 12:27:39.148023,Ciudad A,tablet,Sí
1578,1579,8,342.49356594109577,28,1986-11-22 12:27:39.148023,Ciudad A,ordenador,No
1579,1580,6,309.6217767764237,41,2002-11-18 12:27:39.148023,Ciudad A,ordenador,Sí
1580,1581,7,303.2760257568284,39,2005-11-17 12:27:39.148023,Ciudad C,tablet,Sí
1581,1582,4,259.89004071765066,10,1957-11-29 12:27:39.148023,Ciudad B,ordenador,No
1582,1583,8,292.63024044076417,2,1991-11-21 12:27:39.148023,Ciudad B,ordenador,Sí
1583,1584,6,349.15623262072404,35,1979-11-24 12:27:39.148023,Ciudad B,tablet,No
1584,1585,6,342.2753998634438,2,1992-11-20 12:27:39.148023,Ciudad A,ordenador,No
1585,1586,3,205.45330965363283,28,1955-11-30 12:27:39.148023,Ciudad B,tablet,No
1586,1587,2,275.5847093270519,38,1985-11-22 12:27:39.148023,Ciudad B,ordenador,No
1587,1588,4,241.85091224424218,17,1974-11-25 12:27:39.148023,Ciudad A,tablet,Sí
1588,1589,9,303.77101606084176,26,2002-11-18 12:27:39.148023,Ciudad A,móvil,No
1589,1590,3,315.56404942116717,42,1992-11-20 12:27:39.148023,Ciudad A,móvil,Sí
1590,1591,3,293.99485171670125,26,1979-11-24 12:27:39.148023,Ciudad A,ordenador,Sí
1591,1592,4,281.9744360061332,10,1996-11-19 12:27:39.148023,Ciudad C,móvil,Sí
1592,1593,8,263.66635906635946,28,1994-11-20 12:27:39.148023,Ciudad B,móvil,No
1593,1594,4,261.8833735111954,29,1958-11-29 12:27:39.148023,Ciudad A,tablet,No
1594,1595,5,278.8998990730947,38,1965-11-27 12:27:39.148023,Ciudad A,móvil,No
1595,1596,4,272.2547087304151,28,1990-11-21 12:27:39.148023,Ciudad B,móvil,No
1596,1597,4,354.73707300024944,6,1972-11-25 12:27:39.148023,Ciudad B,móvil,No
1597,1598,4,387.9292816883131,14,2005-11-17 12:27:39.148023,Ciudad A,tablet,No
1598,1599,7,370.0950102439168,44,1962-11-28 12:27:39.148023,Ciudad B,móvil,Sí
1599,1600,5,326.16232726850325,8,1960-11-28 12:27:39.148023,Ciudad A,móvil,No
1600,1601,4,366.9218615392406,30,1983-11-23 12:27:39.148023,Ciudad B,ordenador,No
1601,1602,5,289.666560242326,7,1968-11-26 12:27:39.148023,Ciudad A,tablet,Sí
1602,1603,6,307.91673712609276,20,1983-11-23 12:27:39.148023,Ciudad A,tablet,Sí
1603,1604,7,340.839567440205,26,1956-11-29 12:27:39.148023,Ciudad B,tablet,No
1604,1605,1,283.86046234262204,29,1975-11-25 12:27:39.148023,Ciudad B,móvil,Sí
1605,1606,1,279.9431596367375,10,1990-11-21 12:27:39.148023,Ciudad B,móvil,Sí
1606,1607,5,270.79167305004796,38,1954-11-30 12:27:39.148023,Ciudad B,tablet,Sí
1607,1608,4,270.34974158587187,23,1966-11-27 12:27:39.148023,Ciudad B,ordenador,Sí
1608,1609,2,327.3229658178108,24,1988-11-21 12:27:39.148023,Ciudad A,ordenador,Sí
1609,1610,5,313.59678230896725,49,1965-11-27 12:27:39.148023,Ciudad A,tablet,No
1610,1611,3,320.1318372900104,28,2001-11-18 12:27:39.148023,Ciudad A,móvil,No
1611,1612,5,196.26002661687332,1,1993-11-20 12:27:39.148023,Ciudad B,ordenador,Sí
1612,1613,11,316.80826003257323,13,1965-11-27 12:27:39.148023,Ciudad A,ordenador,Sí
1613,1614,4,342.3960322181098,2,1980-11-23 12:27:39.148023,Ciudad A,tablet,No
1614,1615,7,297.7842259008668,41,2000-11-18 12:27:39.148023,Ciudad A,tablet,No
1615,1616,5,245.04389822346963,48,1982-11-23 12:27:39.148023,Ciudad A,móvil,No
1616,1617,7,298.0481188255005,44,1980-11-23 12:27:39.148023,Ciudad B,tablet,Sí
1617,1618,4,356.93341768690226,14,1986-11-22 12:27:39.148023,Ciudad B,móvil,Sí
1618,1619,5,310.6680159911448,41,1965-11-27 12:27:39.148023,Ciudad A,tablet,No
1619,1620,7,298.4910493791688,19,1966-11-27 12:27:39.148023,Ciudad A,móvil,No
1620,1621,3,368.31196826123505,36,1969-11-26 12:27:39.148023,Ciudad A,ordenador,No
1621,1622,4,314.31994492261276,31,1981-11-23 12:27:39.148023,Ciudad B,móvil,No
1622,1623,4,317.0155856068087,47,1997-11-19 12:27:39.148023,Ciudad B,tablet,No
1623,1624,5,313.1703826967039,27,1984-11-22 12:27:39.148023,Ciudad A,móvil,No
1624,1625,2,307.3452768734989,30,1992-11-20 12:27:39.148023,Ciudad B,ordenador,Sí
1625,1626,2,229.21270025166314,1,1960-11-28 12:27:39.148023,Ciudad A,móvil,Sí
1626,1627,6,274.66516415815187,17,1956-11-29 12:27:39.148023,Ciudad A,tablet,Sí
1627,1628,4,342.16361203311936,21,1984-11-22 12:27:39.148023,Ciudad B,tablet,Sí
1628,1629,6,411.4127283236095,9,1992-11-20 12:27:39.148023,Ciudad B,móvil,No
1629,1630,4,239.8502330223798,15,1962-11-28 12:27:39.148023,Ciudad B,tablet,Sí
1630,1631,8,214.82418812503485,28,1986-11-22 12:27:39.148023,Ciudad A,ordenador,No
1631,1632,3,330.8321986789275,19,1977-11-24 12:27:39.148023,Ciudad A,tablet,Sí
1632,1633,5,365.3767327660053,21,1993-11-20 12:27:39.148023,Ciudad A,ordenador,Sí
1633,1634,4,319.9815842817634,22,1980-11-23 12:27:39.148023,Ciudad A,ordenador,No
1634,1635,7,231.5701906857146,36,2004-11-17 12:27:39.148023,Ciudad B,ordenador,Sí
1635,1636,3,339.09107403745156,16,1995-11-20 12:27:39.148023,Ciudad B,tablet,Sí
1636,1637,4,242.01527323852002,43,1992-11-20 12:27:39.148023,Ciudad A,ordenador,Sí
1637,1638,34,314.91404900509133,37,1966-11-27 12:27:39.148023,Ciudad B,tablet,Sí
1638,1639,3,327.9335929003348,25,1998-11-19 12:27:39.148023,Ciudad A,tablet,Sí
1639,1640,3,360.7097589483733,29,2003-11-18 12:27:39.148023,Ciudad B,tablet,No
1640,1641,7,194.75078843186685,15,1970-11-26 12:27:39.148023,Ciudad A,tablet,Sí
1641,1642,5,319.47319452726117,25,1956-11-29 12:27:39.148023,Ciudad A,móvil,Sí
1642,1643,5,288.27926275126583,42,1959-11-29 12:27:39.148023,Ciudad B,ordenador,No
1643,1644,3,360.10799556102506,33,1995-11-20 12:27:39.148023,Ciudad A,tablet,No
1644,1645,7,351.0733076637116,0,1965-11-27 12:27:39.148023,Ciudad A,tablet,No
1645,1646,5,388.786453463337,23,2000-11-18 12:27:39.148023,Ciudad A,ordenador,Sí
1646,1647,11,372.5516804857969,3,1959-11-29 12:27:39.148023,Ciudad B,móvil,Sí
1647,1648,5,289.57228304480964,23,2004-11-17 12:27:39.148023,Ciudad A,tablet,No
1648,1649,4,263.86354231873855,30,1986-11-22 12:27:39.148023,Ciudad A,tablet,Sí
1649,1650,11,318.62640739040654,30,1969-11-26 12:27:39.148023,Ciudad A,tablet,No
1650,1651,6,378.2191364779983,49,1955-11-30 12:27:39.148023,Ciudad B,tablet,Sí
1651,1652,8,297.520522759772,28,1972-11-25 12:27:39.148023,Ciudad A,tablet,No
1652,1653,6,303.8159905246477,3,1966-11-27 12:27:39.148023,Ciudad B,ordenador,No
1653,1654,6,293.8623882208558,41,1981-11-23 12:27:39.148023,Ciudad A,tablet,No
1654,1655,4,308.39749417187073,10,1886-12-16 12:27:39.148023,Ciudad A,tablet,No
1655,1656,35,351.780622478056,46,2002-11-18 12:27:39.148023,Ciudad B,ordenador,Sí
1656,1657,4,257.5762709792928,37,1882-12-17 12:27:39.148023,Ciudad A,tablet,No
1657,1658,5,312.72274735583215,3,1988-11-21 12:27:39.148023,Ciudad B,ordenador,Sí
1658,1659,10,304.12520212727145,38,1980-11-23 12:27:39.148023,Ciudad A,ordenador,Sí
1659,1660,2,341.7137363530599,38,1911-12-11 12:27:39.148023,Ciudad A,móvil,No
1660,1661,5,250.79391428236104,20,1980-11-23 12:27:39.148023,Ciudad A,tablet,No
1661,1662,4,414.6039216241834,0,1960-11-28 12:27:39.148023,Ciudad B,móvil,No
1662,1663,7,385.77313455521966,33,1965-11-27 12:27:39.148023,Ciudad A,móvil,No
1663,1664,1,305.3613073714928,45,1989-11-21 12:27:39.148023,Ciudad B,móvil,No
1664,1665,5,353.1726867270477,46,1965-11-27 12:27:39.148023,Ciudad A,tablet,Sí
1665,1666,6,263.6424178164041,46,1991-11-21 12:27:39.148023,Ciudad B,ordenador,Sí
1666,1667,5,305.97590326480326,8,2004-11-17 12:27:39.148023,Ciudad A,móvil,Sí
1667,1668,5,261.1764039051494,11,1980-11-23 12:27:39.148023,Ciudad B,móvil,No
1668,1669,8,308.8755760649128,41,1965-11-27 12:27:39.148023,Ciudad B,ordenador,No
1669,1670,8,318.12382597370794,17,1968-11-26 12:27:39.148023,Ciudad A,ordenador,Sí
1670,1671,6,366.28968906254005,9,1993-11-20 12:27:39.148023,Ciudad A,tablet,Sí
1671,1672,6,278.0442586763327,37,1977-11-24 12:27:39.148023,Ciudad A,tablet,No
1672,1673,5,340.8228489875286,10,1973-11-25 12:27:39.148023,Ciudad B,tablet,Sí
1673,1674,9,297.6732817247091,33,1989-11-21 12:27:39.148023,Ciudad A,móvil,No
1674,1675,5,235.1962934453573,4,1994-11-20 12:27:39.148023,Ciudad B,móvil,No
1675,1676,3,433.9856280779208,42,1974-11-25 12:27:39.148023,Ciudad A,ordenador,No
1676,1677,3,250.0325165406436,15,1972-11-25 12:27:39.148023,Ciudad B,móvil,Sí
1677,1678,6,253.9982218509548,26,1989-11-21 12:27:39.148023,Ciudad B,ordenador,No
1678,1679,4,320.4349562990328,34,2004-11-17 12:27:39.148023,Ciudad A,ordenador,Sí
1679,1680,1,271.99293133044205,9,1958-11-29 12:27:39.148023,Ciudad A,tablet,Sí
1680,1681,3,372.16979124823894,18,1996-11-19 12:27:39.148023,Ciudad A,tablet,Sí
1681,1682,5,392.2378569381981,19,2000-11-18 12:27:39.148023,Ciudad A,ordenador,No
1682,1683,4,212.27231568813318,0,1997-11-19 12:27:39.148023,Ciudad A,ordenador,Sí
1683,1684,9,381.2966846674892,32,1978-11-24 12:27:39.148023,Ciudad B,tablet,No
1684,1685,9,313.5516683088323,16,1981-11-23 12:27:39.148023,Ciudad A,móvil,Sí
1685,1686,5,325.8982544582534,33,1956-11-29 12:27:39.148023,Ciudad B,ordenador,No
1686,1687,4,321.0788848879284,38,1961-11-28 12:27:39.148023,Ciudad A,móvil,No
1687,1688,2,371.5625492900139,24,1981-11-23 12:27:39.148023,Ciudad B,ordenador,No
1688,1689,4,317.7867301320541,26,1958-11-29 12:27:39.148023,Ciudad C,tablet,Sí
1689,1690,5,313.9088460910999,34,1966-11-27 12:27:39.148023,Ciudad C,tablet,No
1690,1691,9,266.8401865054551,12,1962-11-28 12:27:39.148023,Ciudad B,ordenador,Sí
1691,1692,1,275.83107615856295,2,1954-11-30 12:27:39.148023,Ciudad A,móvil,Sí
1692,1693,6,275.54366669942556,37,1954-11-30 12:27:39.148023,Ciudad B,móvil,No
1693,1694,8,261.3070367234951,12,1997-11-19 12:27:39.148023,Ciudad B,tablet,No
1694,1695,2,228.09459792344265,34,1979-11-24 12:27:39.148023,Ciudad A,ordenador,No
1695,1696,7,292.99947235011183,25,1956-11-29 12:27:39.148023,Ciudad A,tablet,No
1696,1697,7,284.1317350550116,19,1997-11-19 12:27:39.148023,Ciudad A,ordenador,Sí
1697,1698,3,286.92230521726344,13,1984-11-22 12:27:39.148023,Ciudad A,móvil,Sí
1698,1699,3,292.44628749215093,1,1982-11-23 12:27:39.148023,Ciudad A,tablet,Sí
1699,1700,6,260.8224349071149,4,1964-11-27 12:27:39.148023,Ciudad A,tablet,Sí
1700,1701,3,221.22357698222612,20,1968-11-26 12:27:39.148023,Ciudad A,tablet,No
1701,1702,6,298.2683054691521,26,1990-11-21 12:27:39.148023,Ciudad A,móvil,Sí
1702,1703,6,359.51251646055204,25,1980-11-23 12:27:39.148023,Ciudad A,móvil,No
1703,1704,5,360.200384054907,23,1978-11-24 12:27:39.148023,Ciudad B,móvil,No
1704,1705,3,334.78747195151084,37,1982-11-23 12:27:39.148023,Ciudad B,tablet,Sí
1705,1706,4,315.2232853929639,38,1955-11-30 12:27:39.148023,Ciudad A,móvil,Sí
1706,1707,1,295.084450060228,12,1974-11-25 12:27:39.148023,Ciudad A,tablet,Sí
1707,1708,3,262.1520675297711,22,1972-11-25 12:27:39.148023,Ciudad B,móvil,No
1708,1709,5,225.55268336841442,30,1990-11-21 12:27:39.148023,Ciudad B,ordenador,Sí
1709,1710,10,229.86988183261545,11,1994-11-20 12:27:39.148023,Ciudad B,tablet,Sí
1710,1711,10,347.10658332225364,43,1968-11-26 12:27:39.148023,Ciudad B,ordenador,No
1711,1712,4,323.9401996358828,24,1965-11-27 12:27:39.148023,Ciudad B,tablet,No
1712,1713,5,283.538759060937,29,1976-11-24 12:27:39.148023,Ciudad A,tablet,No
1713,1714,6,254.0060886163204,15,1970-11-26 12:27:39.148023,Ciudad A,ordenador,Sí
1714,1715,4,330.6839180371577,44,1971-11-26 12:27:39.148023,Ciudad A,móvil,No
1715,1716,51,241.31727573531384,31,1957-11-29 12:27:39.148023,Ciudad A,móvil,No
1716,1717,6,334.09376093720726,29,1961-11-28 12:27:39.148023,Ciudad B,tablet,Sí
1717,1718,3,324.85979295656995,3,1998-11-19 12:27:39.148023,Ciudad A,tablet,Sí
1718,1719,7,282.9103676095783,29,1998-11-19 12:27:39.148023,Ciudad B,ordenador,No
1719,1720,8,292.26442245735007,33,1994-11-20 12:27:39.148023,Ciudad B,ordenador,Sí
1720,1721,3,363.16905754973334,3,1971-11-26 12:27:39.148023,Ciudad A,ordenador,No
1721,1722,7,312.0018091839525,28,2003-11-18 12:27:39.148023,Ciudad A,móvil,No
1722,1723,4,262.60097375236285,41,2001-11-18 12:27:39.148023,Ciudad A,móvil,No
1723,1724,4,180.41380251446893,17,1980-11-23 12:27:39.148023,Ciudad B,tablet,Sí
1724,1725,3,422.96776105324466,47,1992-11-20 12:27:39.148023,Ciudad B,tablet,Sí
1725,1726,7,322.6363268394844,19,1916-12-09 12:27:39.148023,Ciudad A,tablet,No
1726,1727,4,289.1782749910096,35,1995-11-20 12:27:39.148023,Ciudad A,ordenador,Sí
1727,1728,4,402.850300872346,27,1969-11-26 12:27:39.148023,Ciudad B,tablet,Sí
1728,1729,6,363.2764696886016,21,2004-11-17 12:27:39.148023,Ciudad A,tablet,Sí
1729,1730,2,275.6777490863978,47,1889-12-15 12:27:39.148023,Ciudad B,móvil,Sí
1730,1731,5,269.5053218706812,8,1985-11-22 12:27:39.148023,Ciudad A,ordenador,Sí
1731,1732,2,245.9589903787286,2,1972-11-25 12:27:39.148023,Ciudad A,tablet,Sí
1732,1733,8,197.14440370171732,5,1954-11-30 12:27:39.148023,Ciudad A,ordenador,No
1733,1734,1,196.0922637263555,25,1997-11-19 12:27:39.148023,Ciudad A,ordenador,Sí
1734,1735,6,319.6276956110922,35,1989-11-21 12:27:39.148023,Ciudad B,móvil,No
1735,1736,4,265.9546465139084,9,1993-11-20 12:27:39.148023,Ciudad B,ordenador,Sí
1736,1737,5,345.8706226878412,23,1990-11-21 12:27:39.148023,Ciudad A,ordenador,Sí
1737,1738,2,330.20705629796066,48,1988-11-21 12:27:39.148023,Ciudad B,móvil,No
1738,1739,7,288.34891637400517,15,1995-11-20 12:27:39.148023,Ciudad A,tablet,No
1739,1740,2,173.93210624823615,25,1977-11-24 12:27:39.148023,Ciudad B,tablet,No
1740,1741,9,231.86008676253408,21,1884-12-16 12:27:39.148023,Ciudad A,móvil,No
1741,1742,5,195.2078411224471,44,1991-11-21 12:27:39.148023,Ciudad A,ordenador,Sí
1742,1743,7,389.2727439593415,1,1962-11-28 12:27:39.148023,Ciudad B,ordenador,Sí
1743,1744,5,324.702673412651,27,1975-11-25 12:27:39.148023,Ciudad B,móvil,Sí
1744,1745,2,385.77089478556326,28,1999-11-19 12:27:39.148023,Ciudad A,ordenador,No
1745,1746,3,344.4621068126252,10,1995-11-20 12:27:39.148023,Ciudad B,tablet,Sí
1746,1747,6,256.4846807491033,23,1957-11-29 12:27:39.148023,Ciudad A,móvil,No
1747,1748,4,314.2162511305654,2,1965-11-27 12:27:39.148023,Ciudad B,móvil,Sí
1748,1749,3,280.4817478688593,18,1971-11-26 12:27:39.148023,Ciudad A,tablet,No
1749,1750,4,243.7370052767665,35,1988-11-21 12:27:39.148023,Ciudad B,tablet,No
1750,1751,2,228.11179311857447,6,1979-11-24 12:27:39.148023,Ciudad A,ordenador,No
1751,1752,50,319.3525842858572,43,1957-11-29 12:27:39.148023,Ciudad B,ordenador,No
1752,1753,7,376.80070711942324,10,1964-11-27 12:27:39.148023,Ciudad A,ordenador,Sí
1753,1754,2,378.20095115385925,39,1967-11-27 12:27:39.148023,Ciudad A,tablet,No
1754,1755,1,280.1205395097151,38,1999-11-19 12:27:39.148023,Ciudad B,ordenador,Sí
1755,1756,5,237.13271274139728,42,1979-11-24 12:27:39.148023,Ciudad B,ordenador,Sí
1756,1757,3,318.2029764880001,35,1995-11-20 12:27:39.148023,Ciudad A,ordenador,No
1757,1758,6,230.46037435857127,35,1986-11-22 12:27:39.148023,Ciudad A,ordenador,Sí
1758,1759,6,224.1838703769332,30,1982-11-23 12:27:39.148023,Ciudad B,tablet,Sí
1759,1760,4,259.9980661565783,7,1985-11-22 12:27:39.148023,Ciudad B,ordenador,No
1760,1761,7,307.9352656066669,30,1989-11-21 12:27:39.148023,Ciudad B,móvil,Sí
1761,1762,6,255.43352984815678,20,1957-11-29 12:27:39.148023,Ciudad B,tablet,Sí
1762,1763,5,318.4264459111664,45,1999-11-19 12:27:39.148023,Ciudad A,móvil,No
1763,1764,2,343.12291946919413,20,1996-11-19 12:27:39.148023,Ciudad B,tablet,Sí
1764,1765,9,361.92933063135155,45,1962-11-28 12:27:39.148023,Ciudad A,móvil,Sí
1765,1766,1,331.15762269795823,33,2004-11-17 12:27:39.148023,Ciudad A,móvil,Sí
1766,1767,5,299.2526103690714,45,1991-11-21 12:27:39.148023,Ciudad B,ordenador,No
1767,1768,7,337.66523166488525,6,1985-11-22 12:27:39.148023,Ciudad B,tablet,Sí
1768,1769,3,328.05912559780944,22,1969-11-26 12:27:39.148023,Ciudad A,tablet,No
1769,1770,6,351.888350555974,19,1968-11-26 12:27:39.148023,Ciudad A,tablet,Sí
1770,1771,7,217.34216550639852,33,1963-11-28 12:27:39.148023,Ciudad B,ordenador,No
1771,1772,8,307.6105534888885,22,1954-11-30 12:27:39.148023,Ciudad A,móvil,No
1772,1773,6,267.17074134571374,13,1984-11-22 12:27:39.148023,Ciudad B,tablet,No
1773,1774,1,297.9669142701572,31,2005-11-17 12:27:39.148023,Ciudad A,ordenador,Sí
1774,1775,6,273.4601887012851,20,1989-11-21 12:27:39.148023,Ciudad A,móvil,Sí
1775,1776,6,287.8376987301275,14,1966-11-27 12:27:39.148023,Ciudad B,tablet,Sí
1776,1777,10,335.4617256445767,30,1958-11-29 12:27:39.148023,Ciudad B,tablet,Sí
1777,1778,4,485.87843336428193,16,2001-11-18 12:27:39.148023,Ciudad B,ordenador,Sí
1778,1779,4,223.47690631853914,6,2005-11-17 12:27:39.148023,Ciudad B,ordenador,Sí
1779,1780,4,296.29720581622337,16,2000-11-18 12:27:39.148023,Ciudad B,móvil,No
1780,1781,6,267.4866691158006,33,1954-11-30 12:27:39.148023,Ciudad A,tablet,Sí
1781,1782,6,311.09615058850375,38,1978-11-24 12:27:39.148023,Ciudad B,ordenador,No
1782,1783,6,296.6000065729155,31,1993-11-20 12:27:39.148023,Ciudad A,tablet,No
1783,1784,4,275.03549431997226,17,1988-11-21 12:27:39.148023,Ciudad A,tablet,Sí
1784,1785,5,265.47873344874074,4,1955-11-30 12:27:39.148023,Ciudad B,móvil,No
1785,1786,8,318.53728834995445,33,1970-11-26 12:27:39.148023,Ciudad B,tablet,No
1786,1787,3,262.0325995198165,39,1989-11-21 12:27:39.148023,Ciudad A,tablet,Sí
1787,1788,7,256.88745258841925,15,1995-11-20 12:27:39.148023,Ciudad A,móvil,No
1788,1789,5,245.37552986114864,47,1960-11-28 12:27:39.148023,Ciudad B,ordenador,No
1789,1790,7,275.3564710942086,7,1961-11-28 12:27:39.148023,Ciudad A,móvil,No
1790,1791,8,264.6992755790151,41,1995-11-20 12:27:39.148023,Ciudad A,móvil,Sí
1791,1792,5,250.89265228412327,4,1971-11-26 12:27:39.148023,Ciudad B,tablet,No
1792,1793,6,410.21396692158453,43,1984-11-22 12:27:39.148023,Ciudad A,móvil,Sí
1793,1794,3,324.2388536083668,39,1987-11-22 12:27:39.148023,Ciudad A,móvil,No
1794,1795,5,263.7749462272592,46,2003-11-18 12:27:39.148023,Ciudad B,ordenador,No
1795,1796,2,295.8218931413243,32,1973-11-25 12:27:39.148023,Ciudad B,móvil,No
1796,1797,2,291.07257050670256,19,1957-11-29 12:27:39.148023,Ciudad B,ordenador,Sí
1797,1798,6,308.108219650076,25,1972-11-25 12:27:39.148023,Ciudad B,móvil,No
1798,1799,3,296.5119196602687,15,1985-11-22 12:27:39.148023,Ciudad B,ordenador,Sí
1799,1800,4,330.2026839767072,12,2003-11-18 12:27:39.148023,Ciudad A,tablet,No
1800,1801,3,266.94335938186066,20,1956-11-29 12:27:39.148023,Ciudad A,ordenador,Sí
1801,1802,7,306.0716414386028,43,1999-11-19 12:27:39.148023,Ciudad A,ordenador,Sí
